Job Title Numeric	Years of Experience in Months	P_Score	C_Rating	Training Program	Reward	Next Years of Experience in Months	Next P_Score	Next C_Rating
0	31	5.0	5.0	No Training	0.0	32	5.0	5.0
0	32	5.0	5.0	No Training	0.0	33	5.0	5.0
0	33	5.0	5.0	Leadership and Management Training	0.0	34	5.0	5.0
0	34	5.0	5.0	No Training	-1.0	35	5.0	4.0
0	35	5.0	4.0	No Training	0.0	36	5.0	4.0
0	36	5.0	4.0	No Training	-1.0	37	5.0	3.0
0	37	5.0	3.0	Quality Assurance and Testing	1.0	38	5.0	4.0
0	38	5.0	4.0	No Training	0.0	39	5.0	4.0
0	39	5.0	4.0	Leadership and Management Training	0.0	40	5.0	4.0
0	40	5.0	4.0	No Training	0.0	41	5.0	4.0
0	41	5.0	4.0	No Training	0.0	42	5.0	4.0
0	42	5.0	4.0	No Training	-1.0	43	4.0	4.0
0	43	4.0	4.0	No Training	0.0	44	4.0	4.0
0	44	4.0	4.0	No Training	-1.0	45	3.0	4.0
0	45	3.0	4.0	No Training	0.0	46	3.0	4.0
0	46	3.0	4.0	No Training	0.0	47	3.0	4.0
0	47	3.0	4.0	No Training	2.0	48	4.0	5.0
0	48	4.0	5.0	No Training	0.0	49	4.0	5.0
0	49	4.0	5.0	No Training	0.0	50	4.0	5.0
0	50	4.0	5.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1.0	51	5.0	5.0
0	51	5.0	5.0	No Training	0.0	52	5.0	5.0
0	52	5.0	5.0	No Training	0.0	53	5.0	5.0
0	53	5.0	5.0	No Training	0.0	54	5.0	5.0
0	54	5.0	5.0	No Training	-1.0	55	5.0	4.0
0	55	5.0	4.0	No Training	0.0	56	5.0	4.0
0	56	5.0	4.0	No Training	0.0	57	5.0	4.0
0	57	5.0	4.0	No Training	0.0	58	5.0	4.0
0	58	5.0	4.0	Security Training	1.0	59	5.0	5.0
0	59	5.0	5.0	No Training	0.0	60	5.0	5.0
0	60	5.0	5.0	No Training	0.0	61	5.0	5.0
0	61	5.0	5.0	No Training	0.0	62	5.0	5.0
0	62	5.0	5.0	No Training	-1.0	63	4.0	5.0
0	63	4.0	5.0	No Training	-1.0	64	3.0	5.0
0	64	3.0	5.0	No Training	0.0	65	3.0	5.0
0	65	3.0	5.0	No Training	0.0	66	3.0	5.0
0	66	3.0	5.0	No Training	0.0	67	3.0	5.0
1	0	3.0	5.0	No Training	0.0	1	3.0	5.0
1	1	3.0	5.0	No Training	1.0	2	4.0	5.0
1	2	4.0	5.0	Quality Assurance and Testing	0.0	3	4.0	5.0
1	3	4.0	5.0	No Training	0.0	4	4.0	5.0
1	4	4.0	5.0	No Training	-1.0	5	3.0	5.0
1	5	3.0	5.0	No Training	0.0	6	3.0	5.0
1	6	3.0	5.0	No Training	0.0	7	3.0	5.0
1	7	3.0	5.0	No Training	0.0	8	3.0	5.0
1	8	3.0	5.0	Quality Assurance and Testing	1.0	9	4.0	5.0
1	9	4.0	5.0	Leadership and Management Training	1.0	10	5.0	5.0
1	10	5.0	5.0	No Training	-1.0	11	4.0	5.0
1	11	4.0	5.0	No Training	0.0	12	4.0	5.0
1	12	4.0	5.0	No Training	-1.0	13	3.0	5.0
1	13	3.0	5.0	No Training	0.0	14	3.0	5.0
1	14	3.0	5.0	No Training	-1.0	15	3.0	4.0
1	15	3.0	4.0	No Training	2.0	16	4.0	5.0
1	16	4.0	5.0	No Training	0.0	17	4.0	5.0
1	17	4.0	5.0	No Training	-1.0	18	4.0	4.0
1	18	4.0	4.0	No Training	0.0	19	4.0	4.0
1	19	4.0	4.0	Quality Assurance and Testing	2.0	20	5.0	5.0
1	20	5.0	5.0	Soft Skills and Communication	0.0	21	5.0	5.0
1	21	5.0	5.0	Quality Assurance and Testing	0.0	22	5.0	5.0
1	22	5.0	5.0	No Training	0.0	23	5.0	5.0
1	23	5.0	5.0	Quality Assurance and Testing	0.0	24	5.0	5.0
1	24	5.0	5.0	No Training	0.0	25	5.0	5.0
1	25	5.0	5.0	No Training	0.0	26	5.0	5.0
1	26	5.0	5.0	No Training	0.0	27	5.0	5.0
1	27	5.0	5.0	No Training	0.0	28	5.0	5.0
1	28	5.0	5.0	Quality Assurance and Testing	0.0	29	5.0	5.0
1	29	5.0	5.0	No Training	-2.0	30	4.0	4.0
1	30	4.0	4.0	Quality Assurance and Testing	1.0	31	4.0	5.0
1	31	4.0	5.0	No Training	0.0	32	4.0	5.0
1	32	4.0	5.0	No Training	1.0	33	5.0	5.0
1	33	5.0	5.0	No Training	-1.0	34	4.0	5.0
1	34	4.0	5.0	No Training	1.0	35	5.0	5.0
1	35	5.0	5.0	No Training	0.0	36	5.0	5.0
1	36	5.0	5.0	No Training	0.0	37	5.0	5.0
1	37	5.0	5.0	No Training	0.0	38	5.0	5.0
1	38	5.0	5.0	No Training	0.0	39	5.0	5.0
1	39	5.0	5.0	No Training	-1.0	40	5.0	4.0
1	40	5.0	4.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0.0	41	5.0	4.0
1	41	5.0	4.0	No Training	-2.0	42	4.0	3.0
1	42	4.0	3.0	No Training	-1.0	43	3.0	3.0
1	43	3.0	3.0	Leadership and Management Training	2.0	44	4.0	4.0
1	44	4.0	4.0	Security Training	0.0	45	4.0	4.0
1	45	4.0	4.0	No Training	0.0	46	4.0	4.0
1	46	4.0	4.0	No Training	0.0	47	4.0	4.0
1	47	4.0	4.0	Project Management and Agile Methodologies	2.0	48	5.0	5.0
1	48	5.0	5.0	No Training	0.0	49	5.0	5.0
1	49	5.0	5.0	No Training	0.0	50	5.0	5.0
1	50	5.0	5.0	No Training	-1.0	51	5.0	4.0
1	51	5.0	4.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0.0	52	5.0	4.0
1	52	5.0	4.0	No Training	0.0	53	5.0	4.0
1	53	5.0	4.0	Project Management and Agile Methodologies	0.0	54	5.0	4.0
1	54	5.0	4.0	No Training	0.0	55	5.0	4.0
1	55	5.0	4.0	No Training	0.0	56	5.0	4.0
1	56	5.0	4.0	No Training	0.0	57	5.0	4.0
1	57	5.0	4.0	No Training	0.0	58	5.0	4.0
1	58	5.0	4.0	No Training	0.0	59	5.0	4.0
1	59	5.0	4.0	No Training	1.0	60	5.0	5.0
1	60	5.0	5.0	No Training	0.0	61	5.0	5.0
1	61	5.0	5.0	Soft Skills and Communication	0.0	62	5.0	5.0
1	62	5.0	5.0	Leadership and Management Training	0.0	63	5.0	5.0
1	63	5.0	5.0	No Training	0.0	64	5.0	5.0
1	64	5.0	5.0	No Training	0.0	65	5.0	5.0
1	65	5.0	5.0	No Training	0.0	66	5.0	5.0
1	66	5.0	5.0	No Training	0.0	67	5.0	5.0
1	67	5.0	5.0	No Training	0.0	68	5.0	5.0
2	0	5.0	3.0	No Training	0.0	1	5.0	3.0
2	1	5.0	3.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1.0	2	5.0	4.0
2	2	5.0	4.0	No Training	0.0	3	5.0	4.0
2	3	5.0	4.0	No Training	0.0	4	5.0	4.0
2	4	5.0	4.0	No Training	0.0	5	5.0	4.0
2	5	5.0	4.0	No Training	1.0	6	5.0	5.0
2	6	5.0	5.0	No Training	0.0	7	5.0	5.0
2	7	5.0	5.0	No Training	0.0	8	5.0	5.0
2	8	5.0	5.0	No Training	0.0	9	5.0	5.0
2	9	5.0	5.0	No Training	0.0	10	5.0	5.0
2	10	5.0	5.0	No Training	0.0	11	5.0	5.0
2	11	5.0	5.0	No Training	0.0	12	5.0	5.0
2	12	5.0	5.0	No Training	-2.0	13	4.0	4.0
2	13	4.0	4.0	No Training	1.0	14	5.0	4.0
2	14	5.0	4.0	No Training	0.0	15	5.0	4.0
2	15	5.0	4.0	No Training	-1.0	16	5.0	3.0
2	16	5.0	3.0	No Training	0.0	17	5.0	3.0
2	17	5.0	3.0	No Training	0.0	18	5.0	3.0
2	18	5.0	3.0	No Training	1.0	19	5.0	4.0
2	19	5.0	4.0	No Training	-1.0	20	4.0	4.0
2	20	4.0	4.0	No Training	1.0	21	4.0	5.0
2	21	4.0	5.0	No Training	1.0	22	5.0	5.0
2	22	5.0	5.0	No Training	0.0	23	5.0	5.0
1	0	1.0	2.0	No Training	-1.0	1	1.0	1.0
1	1	1.0	1.0	No Training	0.0	2	1.0	1.0
1	2	1.0	1.0	No Training	0.0	3	1.0	1.0
1	3	1.0	1.0	No Training	2.0	4	2.0	2.0
1	4	2.0	2.0	Security Training	0.0	5	2.0	2.0
1	5	2.0	2.0	No Training	0.0	6	2.0	2.0
1	6	2.0	2.0	Project Management and Agile Methodologies	-1.0	7	2.0	1.0
1	7	2.0	1.0	No Training	1.0	8	3.0	1.0
1	8	3.0	1.0	No Training	0.0	9	3.0	1.0
1	9	3.0	1.0	No Training	-1.0	10	2.0	1.0
1	10	2.0	1.0	No Training	0.0	11	2.0	1.0
1	11	2.0	1.0	No Training	1.0	12	2.0	2.0
1	12	2.0	2.0	No Training	0.0	13	2.0	2.0
1	13	2.0	2.0	No Training	0.0	14	2.0	2.0
1	14	2.0	2.0	No Training	0.0	15	2.0	2.0
1	15	2.0	2.0	Soft Skills and Communication	1.0	16	2.0	3.0
1	16	2.0	3.0	No Training	-2.0	17	1.0	2.0
1	17	1.0	2.0	No Training	1.0	18	1.0	3.0
1	18	1.0	3.0	No Training	0.0	19	1.0	3.0
1	19	1.0	3.0	No Training	0.0	20	1.0	3.0
1	20	1.0	3.0	No Training	0.0	21	1.0	3.0
1	21	1.0	3.0	No Training	-1.0	22	1.0	2.0
1	22	1.0	2.0	No Training	0.0	23	1.0	2.0
1	23	1.0	2.0	No Training	-1.0	24	1.0	1.0
1	24	1.0	1.0	Project Management and Agile Methodologies	0.0	25	1.0	1.0
1	25	1.0	1.0	No Training	2.0	26	2.0	2.0
1	26	2.0	2.0	No Training	2.0	27	3.0	3.0
1	27	3.0	3.0	No Training	0.0	28	3.0	3.0
1	28	3.0	3.0	No Training	0.0	29	3.0	3.0
1	29	3.0	3.0	No Training	0.0	30	3.0	3.0
1	30	3.0	3.0	No Training	-1.0	31	3.0	2.0
1	31	3.0	2.0	No Training	0.0	32	2.0	3.0
1	32	2.0	3.0	Leadership and Management Training	4.0	33	4.0	5.0
1	33	4.0	5.0	No Training	0.0	34	4.0	5.0
1	34	4.0	5.0	No Training	0.0	35	4.0	5.0
1	35	4.0	5.0	Security Training	1.0	36	5.0	5.0
1	36	5.0	5.0	No Training	0.0	37	5.0	5.0
1	37	5.0	5.0	No Training	-1.0	38	4.0	5.0
1	38	4.0	5.0	No Training	-1.0	39	3.0	5.0
1	39	3.0	5.0	No Training	0.0	40	3.0	5.0
1	40	3.0	5.0	No Training	-1.0	41	3.0	4.0
1	41	3.0	4.0	No Training	1.0	42	4.0	4.0
1	42	4.0	4.0	No Training	1.0	43	5.0	4.0
1	43	5.0	4.0	No Training	0.0	44	5.0	4.0
1	44	5.0	4.0	No Training	0.0	45	5.0	4.0
1	45	5.0	4.0	No Training	1.0	46	5.0	5.0
1	46	5.0	5.0	No Training	0.0	47	5.0	5.0
1	47	5.0	5.0	No Training	-2.0	48	4.0	4.0
1	48	4.0	4.0	No Training	1.0	49	5.0	4.0
1	49	5.0	4.0	No Training	-2.0	50	4.0	3.0
1	50	4.0	3.0	Soft Skills and Communication	1.0	51	4.0	4.0
1	51	4.0	4.0	No Training	0.0	52	4.0	4.0
1	52	4.0	4.0	No Training	-1.0	53	4.0	3.0
1	53	4.0	3.0	No Training	0.0	54	4.0	3.0
1	54	4.0	3.0	No Training	0.0	55	4.0	3.0
1	55	4.0	3.0	No Training	-1.0	56	4.0	2.0
1	56	4.0	2.0	No Training	-1.0	57	3.0	2.0
1	57	3.0	2.0	No Training	0.0	58	3.0	2.0
1	58	3.0	2.0	No Training	0.0	59	3.0	2.0
1	59	3.0	2.0	No Training	-1.0	60	3.0	1.0
1	60	3.0	1.0	No Training	-1.0	61	2.0	1.0
1	61	2.0	1.0	No Training	0.0	62	2.0	1.0
1	62	2.0	1.0	No Training	-1.0	63	1.0	1.0
1	63	1.0	1.0	No Training	2.0	64	2.0	2.0
1	64	2.0	2.0	No Training	-2.0	65	1.0	1.0
1	65	1.0	1.0	No Training	0.0	66	1.0	1.0
1	66	1.0	1.0	No Training	2.0	67	2.0	2.0
1	67	2.0	2.0	No Training	0.0	68	2.0	2.0
1	68	2.0	2.0	Project Management and Agile Methodologies	0.0	69	2.0	2.0
1	69	2.0	2.0	No Training	1.0	70	2.0	3.0
1	70	2.0	3.0	No Training	0.0	71	2.0	3.0
1	71	2.0	3.0	No Training	-2.0	72	1.0	2.0
1	72	1.0	2.0	No Training	0.0	73	1.0	2.0
1	73	1.0	2.0	No Training	0.0	74	1.0	2.0
1	74	1.0	2.0	No Training	0.0	75	1.0	2.0
1	75	1.0	2.0	No Training	0.0	76	1.0	2.0
1	76	1.0	2.0	No Training	-1.0	77	1.0	1.0
1	77	1.0	1.0	No Training	0.0	78	1.0	1.0
1	78	1.0	1.0	Quality Assurance and Testing	0.0	79	1.0	1.0
1	79	1.0	1.0	No Training	0.0	80	1.0	1.0
1	0	1.0	2.0	No Training	0.0	1	1.0	2.0
1	1	1.0	2.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	2.0	2	3.0	2.0
1	2	3.0	2.0	No Training	0.0	3	3.0	2.0
1	3	3.0	2.0	No Training	0.0	4	3.0	2.0
1	4	3.0	2.0	No Training	-1.0	5	3.0	1.0
1	5	3.0	1.0	No Training	0.0	6	3.0	1.0
1	6	3.0	1.0	No Training	-1.0	7	2.0	1.0
1	7	2.0	1.0	No Training	0.0	8	2.0	1.0
1	8	2.0	1.0	No Training	0.0	9	2.0	1.0
1	9	2.0	1.0	No Training	0.0	10	2.0	1.0
1	10	2.0	1.0	No Training	1.0	11	3.0	1.0
1	11	3.0	1.0	No Training	0.0	12	2.0	2.0
1	12	2.0	2.0	No Training	1.0	13	3.0	2.0
1	13	3.0	2.0	No Training	0.0	14	3.0	2.0
1	14	3.0	2.0	Leadership and Management Training	2.0	15	4.0	3.0
1	15	4.0	3.0	No Training	-1.0	16	4.0	2.0
1	16	4.0	2.0	No Training	1.0	17	5.0	2.0
1	17	5.0	2.0	No Training	0.0	18	5.0	2.0
1	18	5.0	2.0	No Training	0.0	19	5.0	2.0
1	19	5.0	2.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0.0	20	5.0	2.0
1	20	5.0	2.0	No Training	-2.0	21	4.0	1.0
1	21	4.0	1.0	No Training	1.0	22	4.0	2.0
1	22	4.0	2.0	Leadership and Management Training	1.0	23	4.0	3.0
1	23	4.0	3.0	No Training	0.0	24	4.0	3.0
1	24	4.0	3.0	No Training	1.0	25	4.0	4.0
1	25	4.0	4.0	No Training	-1.0	26	4.0	3.0
1	26	4.0	3.0	No Training	1.0	27	5.0	3.0
1	27	5.0	3.0	No Training	0.0	28	5.0	3.0
1	28	5.0	3.0	No Training	0.0	29	5.0	3.0
1	29	5.0	3.0	No Training	0.0	30	5.0	3.0
1	30	5.0	3.0	No Training	-1.0	31	5.0	2.0
1	31	5.0	2.0	No Training	1.0	32	5.0	3.0
1	32	5.0	3.0	No Training	0.0	33	5.0	3.0
1	33	5.0	3.0	No Training	1.0	34	5.0	4.0
1	34	5.0	4.0	No Training	0.0	35	5.0	4.0
1	35	5.0	4.0	No Training	-1.0	36	5.0	3.0
1	36	5.0	3.0	No Training	0.0	37	5.0	3.0
1	37	5.0	3.0	No Training	1.0	38	5.0	4.0
1	38	5.0	4.0	No Training	0.0	39	5.0	4.0
1	39	5.0	4.0	No Training	0.0	40	5.0	4.0
1	40	5.0	4.0	No Training	0.0	41	5.0	4.0
1	41	5.0	4.0	No Training	1.0	42	5.0	5.0
1	42	5.0	5.0	No Training	-1.0	43	4.0	5.0
1	43	4.0	5.0	No Training	0.0	44	4.0	5.0
1	44	4.0	5.0	No Training	-1.0	45	3.0	5.0
1	45	3.0	5.0	No Training	0.0	46	3.0	5.0
1	46	3.0	5.0	No Training	0.0	47	3.0	5.0
1	47	3.0	5.0	No Training	0.0	48	3.0	5.0
1	48	3.0	5.0	Leadership and Management Training	1.0	49	4.0	5.0
1	49	4.0	5.0	No Training	0.0	50	4.0	5.0
1	50	4.0	5.0	No Training	0.0	51	4.0	5.0
1	51	4.0	5.0	No Training	0.0	52	4.0	5.0
1	52	4.0	5.0	No Training	0.0	53	4.0	5.0
1	53	4.0	5.0	No Training	0.0	54	4.0	5.0
1	54	4.0	5.0	Soft Skills and Communication	0.0	55	4.0	5.0
1	55	4.0	5.0	No Training	0.0	56	4.0	5.0
1	56	4.0	5.0	No Training	0.0	57	4.0	5.0
1	57	4.0	5.0	No Training	0.0	58	4.0	5.0
1	58	4.0	5.0	Soft Skills and Communication	0.0	59	4.0	5.0
1	59	4.0	5.0	Project Management and Agile Methodologies	-1.0	60	4.0	4.0
1	60	4.0	4.0	No Training	2.0	61	5.0	5.0
1	61	5.0	5.0	No Training	0.0	62	5.0	5.0
1	62	5.0	5.0	No Training	0.0	63	5.0	5.0
1	63	5.0	5.0	No Training	-1.0	64	5.0	4.0
1	64	5.0	4.0	No Training	0.0	65	5.0	4.0
1	65	5.0	4.0	No Training	1.0	66	5.0	5.0
1	66	5.0	5.0	No Training	0.0	67	5.0	5.0
1	67	5.0	5.0	No Training	0.0	68	5.0	5.0
1	68	5.0	5.0	No Training	0.0	69	5.0	5.0
1	69	5.0	5.0	No Training	0.0	70	5.0	5.0
1	70	5.0	5.0	No Training	0.0	71	5.0	5.0
1	71	5.0	5.0	No Training	0.0	72	5.0	5.0
1	72	5.0	5.0	No Training	0.0	73	5.0	5.0
1	73	5.0	5.0	No Training	0.0	74	5.0	5.0
1	74	5.0	5.0	No Training	0.0	75	5.0	5.0
1	75	5.0	5.0	No Training	0.0	76	5.0	5.0
1	76	5.0	5.0	Security Training	0.0	77	5.0	5.0
1	77	5.0	5.0	No Training	0.0	78	5.0	5.0
1	78	5.0	5.0	Soft Skills and Communication	0.0	79	5.0	5.0
1	79	5.0	5.0	No Training	0.0	80	5.0	5.0
1	80	5.0	5.0	No Training	-1.0	81	4.0	5.0
1	81	4.0	5.0	Security Training	1.0	82	5.0	5.0
1	82	5.0	5.0	No Training	0.0	83	5.0	5.0
0	0	4.0	1.0	No Training	0.0	1	4.0	1.0
0	1	4.0	1.0	No Training	0.0	2	4.0	1.0
0	2	4.0	1.0	No Training	-1.0	3	3.0	1.0
0	3	3.0	1.0	No Training	0.0	4	3.0	1.0
0	4	3.0	1.0	No Training	2.0	5	4.0	2.0
0	5	4.0	2.0	Project Management and Agile Methodologies	0.0	6	5.0	1.0
0	6	5.0	1.0	No Training	1.0	7	5.0	2.0
0	7	5.0	2.0	No Training	0.0	8	5.0	2.0
0	8	5.0	2.0	No Training	-1.0	9	5.0	1.0
0	9	5.0	1.0	No Training	0.0	10	5.0	1.0
0	10	5.0	1.0	No Training	-1.0	11	4.0	1.0
0	11	4.0	1.0	No Training	-1.0	12	3.0	1.0
0	12	3.0	1.0	No Training	-1.0	13	2.0	1.0
0	13	2.0	1.0	No Training	0.0	14	2.0	1.0
2	0	2.0	4.0	No Training	-1.0	1	2.0	3.0
2	1	2.0	3.0	No Training	-1.0	2	1.0	3.0
2	2	1.0	3.0	No Training	1.0	3	1.0	4.0
2	3	1.0	4.0	No Training	1.0	4	1.0	5.0
2	4	1.0	5.0	No Training	-1.0	5	1.0	4.0
2	5	1.0	4.0	No Training	1.0	6	2.0	4.0
2	6	2.0	4.0	No Training	-1.0	7	2.0	3.0
2	7	2.0	3.0	No Training	1.0	8	3.0	3.0
2	8	3.0	3.0	No Training	1.0	9	3.0	4.0
2	9	3.0	4.0	No Training	0.0	10	3.0	4.0
2	10	3.0	4.0	No Training	0.0	11	3.0	4.0
2	11	3.0	4.0	No Training	-1.0	12	3.0	3.0
2	12	3.0	3.0	Quality Assurance and Testing	1.0	13	3.0	4.0
2	13	3.0	4.0	No Training	1.0	14	3.0	5.0
2	14	3.0	5.0	No Training	1.0	15	4.0	5.0
2	15	4.0	5.0	No Training	0.0	16	4.0	5.0
2	16	4.0	5.0	No Training	-1.0	17	3.0	5.0
2	17	3.0	5.0	No Training	0.0	18	3.0	5.0
2	18	3.0	5.0	No Training	0.0	19	3.0	5.0
2	19	3.0	5.0	No Training	0.0	20	3.0	5.0
2	20	3.0	5.0	No Training	1.0	21	4.0	5.0
2	21	4.0	5.0	No Training	-2.0	22	3.0	4.0
2	22	3.0	4.0	No Training	1.0	23	4.0	4.0
2	23	4.0	4.0	No Training	0.0	24	4.0	4.0
2	24	4.0	4.0	No Training	0.0	25	4.0	4.0
2	25	4.0	4.0	No Training	0.0	26	4.0	4.0
2	26	4.0	4.0	No Training	0.0	27	4.0	4.0
2	27	4.0	4.0	Project Management and Agile Methodologies	0.0	28	4.0	4.0
2	28	4.0	4.0	No Training	-2.0	29	3.0	3.0
2	29	3.0	3.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1.0	30	4.0	3.0
2	30	4.0	3.0	No Training	0.0	31	4.0	3.0
2	31	4.0	3.0	No Training	0.0	32	4.0	3.0
2	32	4.0	3.0	No Training	0.0	33	4.0	3.0
2	33	4.0	3.0	No Training	0.0	34	4.0	3.0
2	34	4.0	3.0	Leadership and Management Training	2.0	35	5.0	4.0
2	35	5.0	4.0	No Training	1.0	36	5.0	5.0
2	36	5.0	5.0	No Training	0.0	37	5.0	5.0
2	37	5.0	5.0	No Training	0.0	38	5.0	5.0
2	38	5.0	5.0	No Training	0.0	39	5.0	5.0
2	39	5.0	5.0	No Training	-1.0	40	4.0	5.0
2	40	4.0	5.0	No Training	0.0	41	4.0	5.0
2	41	4.0	5.0	No Training	-1.0	42	4.0	4.0
2	42	4.0	4.0	No Training	1.0	43	5.0	4.0
2	43	5.0	4.0	No Training	-1.0	44	5.0	3.0
2	44	5.0	3.0	No Training	0.0	45	5.0	3.0
2	45	5.0	3.0	No Training	0.0	46	5.0	3.0
2	46	5.0	3.0	No Training	-1.0	47	5.0	2.0
2	47	5.0	2.0	No Training	0.0	48	5.0	2.0
2	48	5.0	2.0	No Training	0.0	49	5.0	2.0
2	49	5.0	2.0	No Training	0.0	50	5.0	2.0
2	50	5.0	2.0	No Training	-1.0	51	4.0	2.0
2	51	4.0	2.0	No Training	0.0	52	4.0	2.0
2	52	4.0	2.0	No Training	0.0	53	4.0	2.0
2	53	4.0	2.0	No Training	0.0	54	4.0	2.0
2	54	4.0	2.0	No Training	0.0	55	4.0	2.0
2	55	4.0	2.0	No Training	-2.0	56	3.0	1.0
2	56	3.0	1.0	Soft Skills and Communication	0.0	57	3.0	1.0
2	57	3.0	1.0	No Training	0.0	58	3.0	1.0
2	58	3.0	1.0	No Training	1.0	59	4.0	1.0
1	0	1.0	2.0	No Training	0.0	1	1.0	2.0
1	1	1.0	2.0	No Training	0.0	2	1.0	2.0
1	2	1.0	2.0	No Training	0.0	3	1.0	2.0
1	3	1.0	2.0	No Training	0.0	4	1.0	2.0
1	4	1.0	2.0	No Training	0.0	5	1.0	2.0
1	5	1.0	2.0	No Training	0.0	6	1.0	2.0
1	6	1.0	2.0	No Training	1.0	7	1.0	3.0
1	7	1.0	3.0	No Training	1.0	8	2.0	3.0
1	8	2.0	3.0	No Training	2.0	9	3.0	4.0
1	9	3.0	4.0	No Training	-1.0	10	2.0	4.0
1	10	2.0	4.0	No Training	0.0	11	2.0	4.0
1	11	2.0	4.0	No Training	0.0	12	2.0	4.0
1	12	2.0	4.0	No Training	2.0	13	3.0	5.0
1	13	3.0	5.0	No Training	0.0	14	3.0	5.0
1	14	3.0	5.0	No Training	0.0	15	3.0	5.0
1	15	3.0	5.0	No Training	-1.0	16	3.0	4.0
1	16	3.0	4.0	No Training	-1.0	17	2.0	4.0
1	17	2.0	4.0	No Training	0.0	18	2.0	4.0
1	18	2.0	4.0	No Training	0.0	19	2.0	4.0
1	19	2.0	4.0	No Training	0.0	20	2.0	4.0
1	20	2.0	4.0	No Training	0.0	21	2.0	4.0
1	21	2.0	4.0	No Training	-1.0	22	2.0	3.0
1	22	2.0	3.0	Security Training	0.0	23	2.0	3.0
1	23	2.0	3.0	No Training	1.0	24	3.0	3.0
1	24	3.0	3.0	No Training	0.0	25	3.0	3.0
1	25	3.0	3.0	Quality Assurance and Testing	2.0	26	4.0	4.0
1	26	4.0	4.0	No Training	0.0	27	4.0	4.0
1	27	4.0	4.0	No Training	0.0	28	4.0	4.0
1	28	4.0	4.0	No Training	1.0	29	5.0	4.0
1	29	5.0	4.0	No Training	0.0	30	5.0	4.0
1	30	5.0	4.0	No Training	0.0	31	5.0	4.0
1	31	5.0	4.0	No Training	0.0	32	5.0	4.0
1	32	5.0	4.0	No Training	0.0	33	5.0	4.0
1	33	5.0	4.0	No Training	1.0	34	5.0	5.0
1	34	5.0	5.0	No Training	-1.0	35	5.0	4.0
1	35	5.0	4.0	No Training	1.0	36	5.0	5.0
1	36	5.0	5.0	No Training	0.0	37	5.0	5.0
1	37	5.0	5.0	No Training	0.0	38	5.0	5.0
1	38	5.0	5.0	No Training	0.0	39	5.0	5.0
1	39	5.0	5.0	Soft Skills and Communication	0.0	40	5.0	5.0
1	40	5.0	5.0	Project Management and Agile Methodologies	0.0	41	5.0	5.0
1	41	5.0	5.0	Project Management and Agile Methodologies	0.0	42	5.0	5.0
1	42	5.0	5.0	No Training	0.0	43	5.0	5.0
1	43	5.0	5.0	No Training	0.0	44	5.0	5.0
1	44	5.0	5.0	No Training	0.0	45	5.0	5.0
1	45	5.0	5.0	Security Training	0.0	46	5.0	5.0
