Job Title Numeric	Years of Experience	Time at Company	E_Score	S_Score	WLB_Score	P_Score	C_Rating	Training Program	Training Completion	Reward	Job Title Numeric	New Years of Experience	New Time at Company	Next E_Score	Next S_Score	Next WLB_Score	Next P_Score	Next C_Rating
0	116	30	-2.7	-4.4	-6.6	-2.6	-3.9	No Training	0	-0.09999999999999964	0	117	31	-2.1	-4.2	-6.6	-3.5	-3.9
0	117	31	-2.1	-4.2	-6.6	-3.5	-3.9	No Training	0	4.1	0	118	32	0.2	-2.5	-6.8	-3.2	-3.4
0	118	32	0.2	-2.5	-6.8	-3.2	-3.4	No Training	0	-0.6999999999999995	0	119	33	0.5	-4.3	-6.1	-3.1	-3.7
0	119	33	0.5	-4.3	-6.1	-3.1	-3.7	No Training	0	0.6999999999999997	0	120	34	1.1	-3.8	-6.5	-3.1	-3.6
0	120	34	1.1	-3.8	-6.5	-3.1	-3.6	No Training	0	-4.0	0	121	35	0.0	-5.4	-5.3	-5.6	-4.9
0	121	35	0.0	-5.4	-5.3	-5.6	-4.9	No Training	0	-0.09999999999999942	0	122	36	-1.2	-5.8	-4.3	-5.1	-5.8
0	122	36	-1.2	-5.8	-4.3	-5.1	-5.8	No Training	0	-0.5000000000000004	0	123	37	-0.8	-4.9	-5.6	-5.6	-6.4
0	123	37	-0.8	-4.9	-5.6	-5.6	-6.4	No Training	0	1.7000000000000002	0	124	38	-0.6	-4.6	-5.5	-4.5	-6.1
0	124	38	-0.6	-4.6	-5.5	-4.5	-6.1	No Training	0	-0.8000000000000003	0	125	39	-1.1	-5.5	-6.5	-2.9	-6.0
0	125	39	-1.1	-5.5	-6.5	-2.9	-6.0	No Training	0	-4.2	0	126	40	-2.9	-6.9	-6.8	-3.6	-6.5
0	126	40	-2.9	-6.9	-6.8	-3.6	-6.5	No Training	0	0.49999999999999956	0	127	41	-2.7	-7.5	-6.9	-2.6	-5.7
0	127	41	-2.7	-7.5	-6.9	-2.6	-5.7	No Training	0	-0.6999999999999984	0	128	42	-2.4	-7.6	-7.1	-3.3	-4.5
0	128	42	-2.4	-7.6	-7.1	-3.3	-4.5	No Training	0	-3.700000000000001	0	129	43	-2.9	-7.9	-7.3	-6.0	-6.2
0	129	43	-2.9	-7.9	-7.3	-6.0	-6.2	No Training	0	-2.900000000000001	0	130	44	-2.8	-9.3	-9.4	-5.5	-7.2
0	130	44	-2.8	-9.3	-9.4	-5.5	-7.2	No Training	0	4.300000000000002	0	131	45	-1.3	-8.6	-7.8	-5.0	-6.7
0	131	45	-1.3	-8.6	-7.8	-5.0	-6.7	No Training	0	3.9	0	132	46	-0.0	-8.6	-6.8	-3.4	-5.8
0	132	46	-0.0	-8.6	-6.8	-3.4	-5.8	No Training	0	2.5999999999999996	0	133	47	0.1	-7.5	-5.6	-3.2	-5.6
0	133	47	0.1	-7.5	-5.6	-3.2	-5.6	No Training	0	-1.8999999999999997	0	134	48	0.4	-8.2	-6.7	-3.6	-6.2
0	134	48	0.4	-8.2	-6.7	-3.6	-6.2	No Training	0	2.1999999999999997	0	135	49	1.6	-7.6	-7.4	-2.5	-5.9
0	135	49	1.6	-7.6	-7.4	-2.5	-5.9	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0	-4.4	0	136	50	1.5	-9.9	-7.9	-4.0	-4.8
0	136	50	1.5	-9.9	-7.9	-4.0	-4.8	No Training	0	1.9000000000000004	0	137	51	0.9	-9.3	-6.6	-3.4	-5.4
0	137	51	0.9	-9.3	-6.6	-3.4	-5.4	No Training	0	-1.1	0	138	52	1.2	-9.6	-6.9	-4.2	-6.1
0	67	0	4.2	3.1	3.3	4.7	1.3	No Training	0	-1.3999999999999997	0	68	1	4.0	1.8	4.4	3.7	1.1
0	68	1	4.0	1.8	4.4	3.7	1.1	No Training	0	-1.5000000000000007	0	69	2	3.1	2.3	3.9	3.1	0.9
0	69	2	3.1	2.3	3.9	3.1	0.9	No Training	0	1.1	0	70	3	3.8	2.7	3.9	3.1	1.2
0	70	3	3.8	2.7	3.9	3.1	1.2	No Training	0	-2.2	0	71	4	3.5	1.9	3.1	2.8	0.9
0	71	4	3.5	1.9	3.1	2.8	0.9	No Training	0	1.0000000000000004	0	72	5	4.0	1.6	3.1	3.6	1.5
0	72	5	4.0	1.6	3.1	3.6	1.5	No Training	0	1.0999999999999996	0	73	6	3.4	2.0	4.8	3.2	2.6
0	73	6	3.4	2.0	4.8	3.2	2.6	No Training	0	4.1	0	74	7	4.5	4.3	4.5	4.2	3.0
0	74	7	4.5	4.3	4.5	4.2	3.0	No Training	0	-2.7000000000000006	0	75	8	4.1	4.3	3.0	3.4	3.2
0	75	8	4.1	4.3	3.0	3.4	3.2	No Training	0	3.000000000000001	0	76	9	6.2	5.3	3.6	2.7	3.8
0	76	9	6.2	5.3	3.6	2.7	3.8	Leadership and Management Training	1	3.9999999999999996	0	77	10	7.3	7.0	4.3	3.2	5.4
0	77	10	7.3	7.0	4.3	3.2	5.4	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1	-0.1999999999999993	0	78	11	6.6	6.9	4.9	3.2	6.0
0	78	11	6.6	6.9	4.9	3.2	6.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1	0.2999999999999994	0	79	12	4.8	7.0	6.5	3.6	6.0
0	79	12	4.8	7.0	6.5	3.6	6.0	No Training	0	3.3000000000000003	0	80	13	6.7	7.7	6.8	4.0	5.4
0	80	13	6.7	7.7	6.8	4.0	5.4	Leadership and Management Training	1	1.2000000000000002	0	81	14	8.4	6.4	6.6	5.0	6.8
0	81	14	8.4	6.4	6.6	5.0	6.8	No Training	0	-2.9000000000000004	0	82	15	7.5	5.5	6.3	4.2	6.1
0	82	15	7.5	5.5	6.3	4.2	6.1	No Training	0	1.6000000000000005	0	83	16	8.8	5.2	6.6	4.5	7.6
0	83	16	8.8	5.2	6.6	4.5	7.6	No Training	0	3.799999999999999	0	84	17	9.6	6.9	7.3	5.1	8.6
0	84	17	9.6	6.9	7.3	5.1	8.6	No Training	0	2.500000000000001	0	85	18	11.6	7.4	6.9	5.5	8.9
0	85	18	11.6	7.4	6.9	5.5	8.9	Project Management and Agile Methodologies	1	-2.9000000000000004	0	86	19	11.2	6.9	5.4	5.0	7.6
0	86	19	11.2	6.9	5.4	5.0	7.6	No Training	0	2.2	0	87	20	11.0	7.4	6.6	5.7	7.5
0	87	20	11.0	7.4	6.6	5.7	7.5	No Training	0	4.199999999999998	0	88	21	12.1	7.8	8.2	6.8	8.0
0	88	21	12.1	7.8	8.2	6.8	8.0	No Training	0	-6.799999999999999	0	89	22	10.6	5.5	7.4	4.6	6.3
0	89	22	10.6	5.5	7.4	4.6	6.3	No Training	0	-2.7000000000000006	0	90	23	10.6	4.3	6.6	3.9	5.6
1	28	0	1.6	4.5	2.9	4.2	3.1	No Training	0	-1.4999999999999998	1	29	1	0.8	4.4	2.5	4.0	3.6
1	29	1	0.8	4.4	2.5	4.0	3.6	No Training	0	-3.8000000000000003	1	30	2	0.6	3.2	0.1	4.0	3.1
1	30	2	0.6	3.2	0.1	4.0	3.1	Quality Assurance and Testing	1	-2.4000000000000004	1	31	3	0.3	1.9	-0.4	3.7	3.0
1	31	3	0.3	1.9	-0.4	3.7	3.0	No Training	0	3.8	1	32	4	0.2	1.6	0.5	7.0	5.1
1	32	4	0.2	1.6	0.5	7.0	5.1	No Training	0	-0.9000000000000002	1	33	5	0.1	1.1	1.1	6.1	3.9
1	33	5	0.1	1.1	1.1	6.1	3.9	No Training	0	-0.9999999999999992	1	34	6	0.8	1.1	0.1	5.4	4.1
1	34	6	0.8	1.1	0.1	5.4	4.1	No Training	0	1.4999999999999996	1	35	7	0.8	1.1	-0.0	7.0	4.1
1	35	7	0.8	1.1	-0.0	7.0	4.1	No Training	0	1.5999999999999996	1	36	8	0.9	1.1	0.4	8.1	4.3
1	36	8	0.9	1.1	0.4	8.1	4.3	No Training	0	-4.3	1	37	9	-1.4	-0.6	0.6	7.6	3.6
1	37	9	-1.4	-0.6	0.6	7.6	3.6	No Training	0	-2.5999999999999996	1	38	10	-2.2	-1.1	-0.8	7.7	1.8
1	38	10	-2.2	-1.1	-0.8	7.7	1.8	Soft Skills and Communication	1	3.2999999999999994	1	39	11	-1.5	-0.2	-0.1	8.7	2.1
1	39	11	-1.5	-0.2	-0.1	8.7	2.1	No Training	0	4.400000000000002	1	40	12	-0.4	0.9	0.5	10.3	2.7
1	40	12	-0.4	0.9	0.5	10.3	2.7	Leadership and Management Training	1	1.1999999999999984	1	41	13	-0.0	0.6	1.7	10.2	2.3
1	41	13	-0.0	0.6	1.7	10.2	2.3	No Training	0	0.2000000000000003	1	42	14	-1.3	1.4	2.0	10.6	0.5
1	42	14	-1.3	1.4	2.0	10.6	0.5	Soft Skills and Communication	0	-5.099999999999999	1	43	15	-4.1	0.7	2.2	8.8	1.1
1	43	15	-4.1	0.7	2.2	8.8	1.1	No Training	0	4.1	1	44	16	-2.4	1.4	3.4	9.3	0.6
1	44	16	-2.4	1.4	3.4	9.3	0.6	No Training	0	0.5999999999999994	1	45	17	-2.3	1.8	3.8	9.0	0.9
1	45	17	-2.3	1.8	3.8	9.0	0.9	No Training	0	-1.0000000000000002	1	46	18	-1.5	2.0	2.7	8.1	0.2
1	46	18	-1.5	2.0	2.7	8.1	0.2	No Training	0	0.4000000000000006	1	47	19	-1.8	3.2	3.4	6.9	1.2
1	47	19	-1.8	3.2	3.4	6.9	1.2	No Training	0	-2.3000000000000007	1	48	20	-1.8	2.4	1.8	7.0	0.5
1	48	20	-1.8	2.4	1.8	7.0	0.5	No Training	0	-2.8999999999999995	1	49	21	-1.9	0.2	1.8	6.4	-0.1
1	49	21	-1.9	0.2	1.8	6.4	-0.1	No Training	0	3.0	1	50	22	-0.9	0.6	2.1	7.7	2.1
1	50	22	-0.9	0.6	2.1	7.7	2.1	No Training	0	-0.3999999999999997	1	51	23	-0.8	0.7	0.9	8.3	1.7
1	51	23	-0.8	0.7	0.9	8.3	1.7	No Training	0	3.6	1	52	24	0.2	0.8	2.4	9.3	2.3
1	52	24	0.2	0.8	2.4	9.3	2.3	No Training	0	0.19999999999999862	1	53	25	-1.0	1.3	2.4	10.2	3.1
1	53	25	-1.0	1.3	2.4	10.2	3.1	No Training	0	3.1000000000000005	1	54	26	0.3	1.9	2.2	11.6	3.5
1	54	26	0.3	1.9	2.2	11.6	3.5	No Training	0	1.5999999999999994	1	55	27	-0.5	2.8	3.1	12.2	3.6
1	55	27	-0.5	2.8	3.1	12.2	3.6	No Training	0	-3.2999999999999994	1	56	28	-0.3	1.8	2.3	10.5	4.0
1	56	28	-0.3	1.8	2.3	10.5	4.0	No Training	0	-3.599999999999999	1	57	29	-1.0	0.1	2.2	9.4	3.6
1	57	29	-1.0	0.1	2.2	9.4	3.6	No Training	0	-2.0000000000000004	1	58	30	-0.9	-0.5	1.6	8.5	2.8
1	58	30	-0.9	-0.5	1.6	8.5	2.8	No Training	0	-1.5999999999999996	1	59	31	-1.9	0.2	0.4	8.4	2.0
1	59	31	-1.9	0.2	0.4	8.4	2.0	No Training	0	0.1999999999999995	1	60	32	-2.3	0.7	1.1	7.8	1.2
1	60	32	-2.3	0.7	1.1	7.8	1.2	No Training	0	3.6999999999999997	1	61	33	-1.6	2.8	0.4	9.4	1.6
1	61	33	-1.6	2.8	0.4	9.4	1.6	No Training	0	4.9	1	62	34	-0.6	5.4	0.6	10.5	2.8
1	62	34	-0.6	5.4	0.6	10.5	2.8	No Training	0	-4.1	1	63	35	-2.8	4.0	-0.2	10.8	2.8
1	63	35	-2.8	4.0	-0.2	10.8	2.8	No Training	0	-1.4000000000000017	1	64	36	-3.3	4.1	-0.1	9.7	3.0
1	64	36	-3.3	4.1	-0.1	9.7	3.0	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0	-3.8999999999999995	1	65	37	-3.7	1.9	-1.2	9.5	1.4
1	65	37	-3.7	1.9	-1.2	9.5	1.4	No Training	0	-1.7999999999999992	1	66	38	-3.5	0.0	-1.1	9.3	-0.1
1	66	38	-3.5	0.0	-1.1	9.3	-0.1	No Training	0	-3.9	1	67	39	-5.0	-0.9	-2.1	8.8	-0.5
1	67	39	-5.0	-0.9	-2.1	8.8	-0.5	No Training	0	1.2000000000000002	1	68	40	-4.8	-1.2	-1.9	9.9	-0.2
1	68	40	-4.8	-1.2	-1.9	9.9	-0.2	No Training	0	2.3999999999999995	1	69	41	-5.2	-1.4	-1.4	12.4	0.8
1	69	41	-5.2	-1.4	-1.4	12.4	0.8	No Training	0	-0.40000000000000036	1	70	42	-4.9	-2.4	-1.6	12.9	0.6
1	70	42	-4.9	-2.4	-1.6	12.9	0.6	No Training	0	-5.899999999999999	1	71	43	-6.1	-3.9	-3.8	11.9	-0.6
1	71	43	-6.1	-3.9	-3.8	11.9	-0.6	No Training	0	2.0	1	72	44	-5.8	-4.0	-1.4	11.3	-1.4
1	72	44	-5.8	-4.0	-1.4	11.3	-1.4	No Training	0	3.3999999999999995	1	73	45	-4.3	-3.1	-0.0	10.9	-1.0
1	73	45	-4.3	-3.1	-0.0	10.9	-1.0	Quality Assurance and Testing	1	-1.4	1	74	46	-3.4	-2.8	-0.6	8.9	-1.2
1	74	46	-3.4	-2.8	-0.6	8.9	-1.2	No Training	0	-1.2999999999999998	1	75	47	-4.1	-2.5	-1.0	8.4	-0.2
1	75	47	-4.1	-2.5	-1.0	8.4	-0.2	No Training	0	-1.6000000000000005	1	76	48	-5.1	-3.8	-1.0	9.1	-0.6
1	76	48	-5.1	-3.8	-1.0	9.1	-0.6	No Training	0	1.1999999999999993	1	77	49	-4.0	-3.8	-1.5	9.7	-0.6
1	77	49	-4.0	-3.8	-1.5	9.7	-0.6	No Training	0	-0.2999999999999994	1	78	50	-4.2	-3.8	-1.4	9.5	-1.5
1	78	50	-4.2	-3.8	-1.4	9.5	-1.5	No Training	0	-2.1000000000000005	1	79	51	-4.3	-5.1	-1.3	8.7	-1.9
1	79	51	-4.3	-5.1	-1.3	8.7	-1.9	No Training	0	-2.8999999999999995	1	80	52	-5.7	-5.3	-2.8	8.9	-2.0
1	80	52	-5.7	-5.3	-2.8	8.9	-2.0	No Training	0	-0.8000000000000003	1	81	53	-6.1	-5.4	-3.6	9.4	-2.1
1	81	53	-6.1	-5.4	-3.6	9.4	-2.1	No Training	0	-0.4000000000000008	1	82	54	-5.5	-4.8	-5.0	9.2	-4.5
1	82	54	-5.5	-4.8	-5.0	9.2	-4.5	No Training	0	1.8000000000000007	1	83	55	-5.9	-4.9	-4.8	11.3	-4.7
1	83	55	-5.9	-4.9	-4.8	11.3	-4.7	No Training	0	-2.5999999999999996	1	84	56	-6.1	-5.7	-5.6	10.5	-5.9
1	84	56	-6.1	-5.7	-5.6	10.5	-5.9	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1	-0.6000000000000014	1	85	57	-5.4	-7.5	-6.3	11.7	-6.2
1	85	57	-5.4	-7.5	-6.3	11.7	-6.2	No Training	0	-0.3999999999999986	1	86	58	-5.1	-8.0	-6.3	11.5	-5.3
2	94	0	3.3	3.1	4.0	1.4	2.9	No Training	0	3.3	2	95	1	4.3	3.3	4.5	3.0	4.5
2	95	1	4.3	3.3	4.5	3.0	4.5	No Training	0	5.300000000000001	2	96	2	6.5	4.9	5.8	3.2	4.9
2	96	2	6.5	4.9	5.8	3.2	4.9	No Training	0	3.8	2	97	3	8.1	5.4	6.2	4.5	4.9
2	97	3	8.1	5.4	6.2	4.5	4.9	No Training	0	-0.19999999999999973	2	98	4	8.3	5.0	6.8	3.9	6.2
2	98	4	8.3	5.0	6.8	3.9	6.2	Quality Assurance and Testing	0	-0.9000000000000004	2	99	5	8.0	3.8	7.4	3.9	4.5
2	99	5	8.0	3.8	7.4	3.9	4.5	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	1	-2.7	2	100	6	7.6	3.6	5.9	3.3	5.7
2	100	6	7.6	3.6	5.9	3.3	5.7	No Training	0	3.800000000000001	2	101	7	8.3	4.4	6.1	5.4	6.4
2	101	7	8.3	4.4	6.1	5.4	6.4	No Training	0	3.299999999999999	2	102	8	9.1	5.0	6.9	6.5	7.2
2	102	8	9.1	5.0	6.9	6.5	7.2	No Training	0	-1.1000000000000005	2	103	9	8.7	5.1	6.2	6.4	7.8
2	103	9	8.7	5.1	6.2	6.4	7.8	No Training	0	-4.7	2	104	10	7.3	4.2	6.1	4.1	7.1
2	104	10	7.3	4.2	6.1	4.1	7.1	No Training	0	-0.19999999999999885	2	105	11	7.8	3.6	5.4	4.7	6.5
2	105	11	7.8	3.6	5.4	4.7	6.5	No Training	0	-3.5000000000000004	2	106	12	5.1	2.5	5.9	4.5	5.6
2	106	12	5.1	2.5	5.9	4.5	5.6	No Training	0	-4.4	2	107	13	4.0	0.2	4.8	4.6	4.5
2	107	13	4.0	0.2	4.8	4.6	4.5	No Training	0	0.40000000000000036	2	108	14	2.9	2.5	5.0	3.6	5.6
2	108	14	2.9	2.5	5.0	3.6	5.6	No Training	0	4.3	2	109	15	5.0	2.0	7.0	4.3	5.2
2	109	15	5.0	2.0	7.0	4.3	5.2	No Training	0	8.5	2	110	16	6.3	4.3	9.7	6.5	6.8
2	110	16	6.3	4.3	9.7	6.5	6.8	Quality Assurance and Testing	1	3.400000000000002	2	111	17	6.9	4.8	10.8	7.7	8.0
2	111	17	6.9	4.8	10.8	7.7	8.0	No Training	0	2.999999999999999	2	112	18	7.7	6.6	11.0	7.9	8.7
2	112	18	7.7	6.6	11.0	7.9	8.7	No Training	0	0.40000000000000124	2	113	19	8.4	6.4	11.4	7.4	10.4
2	113	19	8.4	6.4	11.4	7.4	10.4	No Training	0	2.299999999999999	2	114	20	8.3	8.2	12.0	7.4	10.0
2	114	20	8.3	8.2	12.0	7.4	10.0	Leadership and Management Training	1	-3.0999999999999996	2	115	21	6.6	8.4	11.3	6.5	10.7
2	115	21	6.6	8.4	11.3	6.5	10.7	No Training	0	0.1999999999999993	2	116	22	6.0	9.5	11.1	6.4	9.7
2	116	22	6.0	9.5	11.1	6.4	9.7	No Training	0	2.4000000000000004	2	117	23	6.7	11.0	10.5	7.2	10.8
2	117	23	6.7	11.0	10.5	7.2	10.8	No Training	0	-3.700000000000001	2	118	24	5.4	10.0	10.2	6.1	10.7
2	118	24	5.4	10.0	10.2	6.1	10.7	No Training	0	2.0000000000000018	2	119	25	6.4	10.6	11.3	5.4	11.3
2	119	25	6.4	10.6	11.3	5.4	11.3	No Training	0	1.5999999999999996	2	120	26	6.1	11.3	11.9	6.0	11.5
2	120	26	6.1	11.3	11.9	6.0	11.5	No Training	0	-0.40000000000000036	2	121	27	5.9	11.6	11.0	6.4	12.6
2	121	27	5.9	11.6	11.0	6.4	12.6	No Training	0	-5.8	2	122	28	4.9	9.6	8.4	6.2	11.4
2	122	28	4.9	9.6	8.4	6.2	11.4	No Training	0	-3.8000000000000016	2	123	29	4.1	7.6	7.6	6.0	11.4
2	123	29	4.1	7.6	7.6	6.0	11.4	Leadership and Management Training	1	-2.0999999999999988	2	124	30	4.5	6.4	6.3	6.0	11.0
2	124	30	4.5	6.4	6.3	6.0	11.0	No Training	0	0.09999999999999964	2	125	31	4.6	6.7	6.4	5.6	11.9
2	125	31	4.6	6.7	6.4	5.6	11.9	No Training	0	1.9999999999999991	2	126	32	4.1	8.6	6.5	6.1	12.3
2	126	32	4.1	8.6	6.5	6.1	12.3	No Training	0	-2.499999999999999	2	127	33	4.1	7.1	6.9	4.7	12.4
2	127	33	4.1	7.1	6.9	4.7	12.4	No Training	0	1.7999999999999998	2	128	34	3.8	8.7	7.2	4.9	13.2
2	128	34	3.8	8.7	7.2	4.9	13.2	No Training	0	-0.8999999999999995	2	129	35	4.3	8.3	6.8	4.3	13.2
2	129	35	4.3	8.3	6.8	4.3	13.2	No Training	0	-1.5000000000000013	2	130	36	4.1	8.2	7.5	2.4	13.9
2	130	36	4.1	8.2	7.5	2.4	13.9	No Training	0	-0.09999999999999876	2	131	37	4.9	8.5	7.1	1.6	14.6
2	131	37	4.9	8.5	7.1	1.6	14.6	No Training	0	-2.6	2	132	38	3.4	7.5	7.7	0.9	13.5
2	132	38	3.4	7.5	7.7	0.9	13.5	No Training	0	2.2000000000000006	2	133	39	3.9	9.3	7.2	1.3	13.7
2	133	39	3.9	9.3	7.2	1.3	13.7	No Training	0	-2.220446049250313e-16	2	134	40	2.7	9.3	7.6	2.1	14.3
2	134	40	2.7	9.3	7.6	2.1	14.3	No Training	0	3.0999999999999996	2	135	41	3.0	10.9	7.8	3.1	14.9
2	135	41	3.0	10.9	7.8	3.1	14.9	No Training	0	-0.10000000000000098	2	136	42	3.1	9.7	8.5	3.4	15.4
2	136	42	3.1	9.7	8.5	3.4	15.4	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0	-0.19999999999999885	2	137	43	3.0	11.3	8.6	1.6	14.1
2	137	43	3.0	11.3	8.6	1.6	14.1	No Training	0	-3.3000000000000007	2	138	44	3.4	10.0	6.8	1.0	14.4
2	54	0	1.1	3.5	3.4	3.5	4.8	Soft Skills and Communication	1	-3.6	2	55	1	0.7	1.9	3.3	2.0	4.1
2	55	1	0.7	1.9	3.3	2.0	4.1	No Training	0	-0.4999999999999998	2	56	2	0.5	1.9	3.0	2.0	3.7
2	56	2	0.5	1.9	3.0	2.0	3.7	No Training	0	-4.199999999999999	2	57	3	0.7	1.3	1.3	-0.1	3.4
2	57	3	0.7	1.3	1.3	-0.1	3.4	No Training	0	-0.30000000000000016	2	58	4	1.2	1.3	-0.1	0.5	2.9
2	58	4	1.2	1.3	-0.1	0.5	2.9	DevOps and Continuous Integration/Continuous Deployment (CI/CD)	0	-1.9	2	59	5	1.1	0.6	-0.5	-0.2	3.5
2	59	5	1.1	0.6	-0.5	-0.2	3.5	Leadership and Management Training	1	4.199999999999999	2	60	6	2.9	1.2	0.2	0.9	5.7
2	60	6	2.9	1.2	0.2	0.9	5.7	No Training	0	-1.7000000000000002	2	61	7	3.8	-0.1	-0.4	0.2	3.8
2	61	7	3.8	-0.1	-0.4	0.2	3.8	No Training	0	-1.6	2	62	8	4.3	0.8	-1.2	-2.0	3.7
2	62	8	4.3	0.8	-1.2	-2.0	3.7	No Training	0	3.6000000000000005	2	63	9	5.4	1.7	-0.2	-1.4	5.4
2	63	9	5.4	1.7	-0.2	-1.4	5.4	No Training	0	-6.5	2	64	10	3.0	1.0	-2.7	-2.3	5.8
2	64	10	3.0	1.0	-2.7	-2.3	5.8	No Training	0	0.5999999999999999	2	65	11	3.0	0.7	-2.0	-2.1	4.2
2	65	11	3.0	0.7	-2.0	-2.1	4.2	No Training	0	-4.199999999999999	2	66	12	1.7	0.3	-2.9	-3.7	2.1
2	66	12	1.7	0.3	-2.9	-3.7	2.1	No Training	0	-1.7999999999999996	2	67	13	0.7	1.0	-3.0	-5.1	1.4
2	67	13	0.7	1.0	-3.0	-5.1	1.4	No Training	0	4.199999999999999	2	68	14	1.1	2.8	-1.9	-4.2	1.7
2	68	14	1.1	2.8	-1.9	-4.2	1.7	No Training	0	0.30000000000000004	2	69	15	1.8	2.7	-1.5	-4.9	0.8
